Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season,HR,AR,HY,AY
21/10/16,Osasuna,Betis,1,2,A,1617,1,0,3,2
22/10/16,Espanol,Eibar,3,3,D,1617,1,0,1,6
22/10/16,Granada,Sp Gijon,0,0,D,1617,0,0,4,1
22/10/16,Sociedad,Alaves,3,0,H,1617,0,0,3,5
22/10/16,Valencia,Barcelona,2,3,A,1617,0,0,5,4
23/10/16,Celta,La Coruna,4,1,H,1617,0,0,3,5
23/10/16,Malaga,Leganes,4,0,H,1617,0,0,1,3
23/10/16,Real Madrid,Ath Bilbao,2,1,H,1617,0,0,2,3
23/10/16,Sevilla,Ath Madrid,1,0,H,1617,0,1,4,2
23/10/16,Villarreal,Las Palmas,2,1,H,1617,0,0,2,3
28/10/16,Leganes,Sociedad,0,2,A,1617,0,0,5,2
29/10/16,Alaves,Real Madrid,1,4,A,1617,0,0,5,1
29/10/16,Ath Madrid,Malaga,4,2,H,1617,1,1,2,4
29/10/16,Barcelona,Granada,1,0,H,1617,0,0,1,4
29/10/16,Sp Gijon,Sevilla,1,1,D,1617,0,0,6,2
30/10/16,Ath Bilbao,Osasuna,1,1,D,1617,0,0,2,1
30/10/16,Betis,Espanol,0,1,A,1617,0,0,3,3
30/10/16,Eibar,Villarreal,2,1,H,1617,0,0,2,3
30/10/16,Las Palmas,Celta,3,3,D,1617,0,1,2,6
31/10/16,La Coruna,Valencia,1,1,D,1617,0,0,1,5
04/11/16,Malaga,Sp Gijon,3,2,H,1617,0,1,5,4
05/11/16,Granada,La Coruna,1,1,D,1617,0,0,1,2
05/11/16,Las Palmas,Eibar,1,0,H,1617,0,0,1,4
05/11/16,Osasuna,Alaves,0,1,A,1617,0,0,5,2
05/11/16,Sociedad,Ath Madrid,2,0,H,1617,0,0,2,4
06/11/16,Celta,Valencia,2,1,H,1617,0,0,6,1
06/11/16,Espanol,Ath Bilbao,0,0,D,1617,0,0,1,2
06/11/16,Real Madrid,Leganes,3,0,H,1617,0,0,3,5
06/11/16,Sevilla,Barcelona,1,2,A,1617,0,0,4,6
06/11/16,Villarreal,Betis,2,0,H,1617,0,0,0,2
18/11/16,Betis,Las Palmas,2,0,H,1617,0,0,0,1
19/11/16,Ath Madrid,Real Madrid,0,3,A,1617,0,0,4,2
19/11/16,Barcelona,Malaga,0,0,D,1617,0,2,0,2
19/11/16,Eibar,Celta,1,0,H,1617,0,2,2,5
19/11/16,La Coruna,Sevilla,2,3,A,1617,0,0,3,2
20/11/16,Alaves,Espanol,0,1,A,1617,0,0,5,2
20/11/16,Ath Bilbao,Villarreal,1,0,H,1617,0,0,0,2
20/11/16,Sp Gijon,Sociedad,1,3,A,1617,0,0,2,1
20/11/16,Valencia,Granada,1,1,D,1617,0,0,1,5
21/11/16,Leganes,Osasuna,2,0,H,1617,0,0,2,3
25/11/16,Eibar,Betis,3,1,H,1617,0,1,0,1
26/11/16,Espanol,Leganes,3,0,H,1617,0,0,1,2
26/11/16,Malaga,La Coruna,4,3,H,1617,0,0,3,1
26/11/16,Real Madrid,Sp Gijon,2,1,H,1617,0,0,1,3
26/11/16,Sevilla,Valencia,2,1,H,1617,0,0,0,1
27/11/16,Celta,Granada,3,1,H,1617,0,0,0,3
27/11/16,Osasuna,Ath Madrid,0,3,A,1617,0,0,2,2
27/11/16,Sociedad,Barcelona,1,1,D,1617,0,0,2,4
27/11/16,Villarreal,Alaves,0,2,A,1617,0,0,2,3
28/11/16,Las Palmas,Ath Bilbao,3,1,H,1617,0,1,3,4
03/12/16,Ath Madrid,Espanol,0,0,D,1617,0,0,2,2
03/12/16,Barcelona,Real Madrid,1,1,D,1617,0,0,4,2
03/12/16,Granada,Sevilla,2,1,H,1617,0,0,5,2
03/12/16,Leganes,Villarreal,0,0,D,1617,0,0,6,3
04/12/16,Alaves,Las Palmas,1,1,D,1617,0,0,3,3
04/12/16,Ath Bilbao,Eibar,3,1,H,1617,0,0,1,4
04/12/16,Betis,Celta,3,3,D,1617,1,0,4,1
04/12/16,Sp Gijon,Osasuna,3,1,H,1617,0,0,3,1
04/12/16,Valencia,Malaga,2,2,D,1617,0,0,5,1
05/12/16,La Coruna,Sociedad,5,1,H,1617,0,0,1,4
09/12/16,Malaga,Granada,1,1,D,1617,0,0,3,5
10/12/16,Las Palmas,Leganes,1,1,D,1617,0,0,3,3
10/12/16,Osasuna,Barcelona,0,3,A,1617,0,0,3,0
10/12/16,Real Madrid,La Coruna,3,2,H,1617,0,0,3,4
10/12/16,Sociedad,Valencia,3,2,H,1617,0,1,4,4
11/12/16,Betis,Ath Bilbao,1,0,H,1617,0,0,3,2
11/12/16,Celta,Sevilla,0,3,A,1617,0,0,3,3
11/12/16,Eibar,Alaves,0,0,D,1617,0,0,1,1
11/12/16,Espanol,Sp Gijon,2,1,H,1617,0,0,1,2
12/12/16,Villarreal,Ath Madrid,3,0,H,1617,0,0,3,3
16/12/16,Alaves,Betis,1,0,H,1617,0,0,6,1
17/12/16,Ath Madrid,Las Palmas,1,0,H,1617,0,0,2,1
17/12/16,Granada,Sociedad,0,2,A,1617,0,0,0,1
17/12/16,Sevilla,Malaga,4,1,H,1617,1,0,2,3
17/12/16,Sp Gijon,Villarreal,1,3,A,1617,0,0,2,1
18/12/16,Barcelona,Espanol,4,1,H,1617,0,0,0,3
18/12/16,La Coruna,Osasuna,2,0,H,1617,0,0,1,3
18/12/16,Leganes,Eibar,1,1,D,1617,1,0,2,2
19/12/16,Ath Bilbao,Celta,2,1,H,1617,0,1,4,2
06/01/17,Espanol,La Coruna,1,1,D,1617,0,1,1,1
07/01/17,Eibar,Ath Madrid,0,2,A,1617,0,0,2,2
07/01/17,Las Palmas,Sp Gijon,1,0,H,1617,0,0,2,3
07/01/17,Real Madrid,Granada,5,0,H,1617,0,0,1,4
07/01/17,Sociedad,Sevilla,0,4,A,1617,0,0,2,3
08/01/17,Ath Bilbao,Alaves,0,0,D,1617,0,0,2,4
08/01/17,Betis,Leganes,2,0,H,1617,0,0,2,6
08/01/17,Celta,Malaga,3,1,H,1617,0,0,1,4
08/01/17,Villarreal,Barcelona,1,1,D,1617,1,0,1,2
09/01/17,Osasuna,Valencia,3,3,D,1617,0,0,2,5
14/01/17,Ath Madrid,Betis,1,0,H,1617,0,0,1,3
14/01/17,Barcelona,Las Palmas,5,0,H,1617,0,0,3,4
14/01/17,La Coruna,Villarreal,0,0,D,1617,0,0,0,1
14/01/17,Leganes,Ath Bilbao,0,0,D,1617,0,0,3,3
15/01/17,Celta,Alaves,1,0,H,1617,0,1,4,3
15/01/17,Granada,Osasuna,1,1,D,1617,2,0,2,4
15/01/17,Sevilla,Real Madrid,2,1,H,1617,0,0,3,1
15/01/17,Sp Gijon,Eibar,2,3,A,1617,0,0,4,0
15/01/17,Valencia,Espanol,2,1,H,1617,0,0,5,0
16/01/17,Malaga,Sociedad,0,2,A,1617,0,0,0,2
20/01/17,Las Palmas,La Coruna,1,1,D,1617,1,0,0,1
21/01/17,Alaves,Leganes,2,2,D,1617,0,0,3,2
21/01/17,Espanol,Granada,3,1,H,1617,0,0,0,3
21/01/17,Real Madrid,Malaga,2,1,H,1617,0,0,2,3
21/01/17,Villarreal,Valencia,0,2,A,1617,0,0,2,2
22/01/17,Ath Bilbao,Ath Madrid,2,2,D,1617,0,0,2,3
22/01/17,Betis,Sp Gijon,0,0,D,1617,0,0,2,2
22/01/17,Eibar,Barcelona,0,4,A,1617,0,0,3,1
22/01/17,Osasuna,Sevilla,3,4,A,1617,0,0,5,3
22/01/17,Sociedad,Celta,1,0,H,1617,0,0,2,2
27/01/17,Osasuna,Malaga,1,1,D,1617,0,0,1,0
28/01/17,Alaves,Ath Madrid,0,0,D,1617,0,0,3,2
28/01/17,Eibar,La Coruna,3,1,H,1617,0,0,0,2
28/01/17,Leganes,Celta,0,2,A,1617,0,0,1,1
28/01/17,Villarreal,Granada,2,0,H,1617,0,0,3,2
29/01/17,Ath Bilbao,Sp Gijon,2,1,H,1617,0,0,4,3
29/01/17,Betis,Barcelona,1,1,D,1617,0,0,2,3
29/01/17,Espanol,Sevilla,3,1,H,1617,0,1,2,2
29/01/17,Real Madrid,Sociedad,3,0,H,1617,0,1,2,1
30/01/17,Las Palmas,Valencia,3,1,H,1617,0,1,1,3
04/02/17,Ath Madrid,Leganes,2,0,H,1617,0,0,1,1
04/02/17,Barcelona,Ath Bilbao,3,0,H,1617,0,0,1,3
04/02/17,Malaga,Espanol,0,1,A,1617,0,0,1,4
04/02/17,Valencia,Eibar,0,4,A,1617,1,0,2,1
05/02/17,Sevilla,Villarreal,0,0,D,1617,0,0,2,2
05/02/17,Sociedad,Osasuna,3,2,H,1617,0,0,2,2
05/02/17,Sp Gijon,Alaves,2,4,A,1617,0,0,7,3
06/02/17,Granada,Las Palmas,1,0,H,1617,0,0,5,3
10/02/17,Espanol,Sociedad,1,2,A,1617,0,0,3,2
11/02/17,Alaves,Barcelona,0,6,A,1617,0,0,1,3
11/02/17,Ath Bilbao,La Coruna,2,1,H,1617,0,0,1,2
11/02/17,Betis,Valencia,0,0,D,1617,0,0,4,3
11/02/17,Osasuna,Real Madrid,1,3,A,1617,0,0,3,2
12/02/17,Ath Madrid,Celta,3,2,H,1617,0,0,1,2
12/02/17,Las Palmas,Sevilla,0,1,A,1617,0,0,2,4
12/02/17,Leganes,Sp Gijon,0,2,A,1617,0,1,3,6
12/02/17,Villarreal,Malaga,1,1,D,1617,1,0,0,5
13/02/17,Eibar,Granada,4,0,H,1617,0,0,2,2
17/02/17,Granada,Betis,4,1,H,1617,1,1,4,1
18/02/17,La Coruna,Alaves,0,1,A,1617,0,0,5,3
18/02/17,Real Madrid,Espanol,2,0,H,1617,0,0,3,4
18/02/17,Sevilla,Eibar,2,0,H,1617,0,0,2,3
18/02/17,Sp Gijon,Ath Madrid,1,4,A,1617,0,0,1,1
19/02/17,Barcelona,Leganes,2,1,H,1617,0,0,1,3
19/02/17,Celta,Osasuna,3,0,H,1617,0,0,1,0
19/02/17,Sociedad,Villarreal,0,1,A,1617,0,0,2,4
19/02/17,Valencia,Ath Bilbao,2,0,H,1617,0,0,0,1
20/02/17,Malaga,Las Palmas,2,1,H,1617,1,0,3,3
22/02/17,Valencia,Real Madrid,2,1,H,1617,0,0,5,2
24/02/17,Las Palmas,Sociedad,0,1,A,1617,0,0,2,2
25/02/17,Alaves,Valencia,2,1,H,1617,0,1,4,2
25/02/17,Betis,Sevilla,1,2,A,1617,0,0,3,3
25/02/17,Eibar,Malaga,3,0,H,1617,0,1,2,4
25/02/17,Leganes,La Coruna,4,0,H,1617,0,1,2,5
26/02/17,Ath Bilbao,Granada,3,1,H,1617,0,0,1,5
26/02/17,Ath Madrid,Barcelona,1,2,A,1617,0,0,4,2
26/02/17,Espanol,Osasuna,3,0,H,1617,0,1,1,4
26/02/17,Sp Gijon,Celta,1,1,D,1617,1,0,2,4
26/02/17,Villarreal,Real Madrid,2,3,A,1617,0,0,4,1
28/02/17,Malaga,Betis,1,2,A,1617,0,0,3,5
28/02/17,Sociedad,Eibar,2,2,D,1617,1,1,3,4
28/02/17,Valencia,Leganes,1,0,H,1617,0,1,3,2
01/03/17,Barcelona,Sp Gijon,6,1,H,1617,0,0,1,3
01/03/17,Celta,Espanol,2,2,D,1617,1,0,2,2
01/03/17,Granada,Alaves,2,1,H,1617,0,2,6,4
01/03/17,Osasuna,Villarreal,1,4,A,1617,0,0,3,3
01/03/17,Real Madrid,Las Palmas,3,3,D,1617,1,0,4,3
02/03/17,La Coruna,Ath Madrid,1,1,D,1617,0,0,2,1
02/03/17,Sevilla,Ath Bilbao,1,0,H,1617,0,0,6,2
03/03/17,Betis,Sociedad,2,3,A,1617,0,0,4,2
04/03/17,Barcelona,Celta,5,0,H,1617,0,0,1,3
04/03/17,Eibar,Real Madrid,1,4,A,1617,0,0,1,1
04/03/17,Leganes,Granada,1,0,H,1617,0,0,3,2
04/03/17,Villarreal,Espanol,2,0,H,1617,0,0,2,2
05/03/17,Ath Bilbao,Malaga,1,0,H,1617,0,0,3,5
05/03/17,Ath Madrid,Valencia,3,0,H,1617,0,0,1,2
05/03/17,Las Palmas,Osasuna,5,2,H,1617,0,0,4,4
05/03/17,Sp Gijon,La Coruna,0,1,A,1617,0,0,4,5
06/03/17,Alaves,Sevilla,1,1,D,1617,0,0,2,5
08/03/17,La Coruna,Betis,1,1,D,1617,0,0,4,7
10/03/17,Espanol,Las Palmas,4,3,H,1617,0,0,2,4
11/03/17,Granada,Ath Madrid,0,1,A,1617,1,0,3,3
11/03/17,Malaga,Alaves,1,2,A,1617,0,1,2,1
11/03/17,Sevilla,Leganes,1,1,D,1617,0,0,2,3
11/03/17,Valencia,Sp Gijon,1,1,D,1617,0,0,3,5
12/03/17,Celta,Villarreal,0,1,A,1617,0,0,4,5
12/03/17,La Coruna,Barcelona,2,1,H,1617,0,0,2,0
12/03/17,Real Madrid,Betis,2,1,H,1617,0,1,1,0
12/03/17,Sociedad,Ath Bilbao,0,2,A,1617,0,0,3,6
13/03/17,Osasuna,Eibar,1,1,D,1617,0,0,4,4
17/03/17,Las Palmas,Villarreal,1,0,H,1617,0,1,2,2
18/03/17,Alaves,Sociedad,1,0,H,1617,0,1,3,3
18/03/17,Ath Bilbao,Real Madrid,1,2,A,1617,0,0,1,4
18/03/17,Betis,Osasuna,2,0,H,1617,0,0,0,3
18/03/17,Eibar,Espanol,1,1,D,1617,0,0,2,4
19/03/17,Ath Madrid,Sevilla,3,1,H,1617,0,0,4,3
19/03/17,Barcelona,Valencia,4,2,H,1617,0,1,3,4
19/03/17,La Coruna,Celta,0,1,A,1617,0,0,4,4
19/03/17,Leganes,Malaga,0,0,D,1617,0,0,4,2
19/03/17,Sp Gijon,Granada,3,1,H,1617,0,0,2,4
31/03/17,Espanol,Betis,2,1,H,1617,0,0,3,2
01/04/17,Malaga,Ath Madrid,0,2,A,1617,0,0,2,2
01/04/17,Osasuna,Ath Bilbao,1,2,A,1617,0,0,4,2
01/04/17,Sociedad,Leganes,1,1,D,1617,0,0,2,3
01/04/17,Villarreal,Eibar,2,3,A,1617,0,0,4,3
02/04/17,Granada,Barcelona,1,4,A,1617,1,0,1,3
02/04/17,Real Madrid,Alaves,3,0,H,1617,0,0,0,2
02/04/17,Sevilla,Sp Gijon,0,0,D,1617,0,0,3,4
02/04/17,Valencia,La Coruna,3,0,H,1617,0,0,3,1
03/04/17,Celta,Las Palmas,3,1,H,1617,0,0,3,3
04/04/17,Ath Bilbao,Espanol,2,0,H,1617,0,0,1,3
04/04/17,Ath Madrid,Sociedad,1,0,H,1617,0,0,0,4
04/04/17,Betis,Villarreal,0,1,A,1617,0,0,2,2
05/04/17,Alaves,Osasuna,0,1,A,1617,0,0,5,1
05/04/17,Barcelona,Sevilla,3,0,H,1617,0,1,4,2
05/04/17,La Coruna,Granada,0,0,D,1617,0,0,1,4
05/04/17,Leganes,Real Madrid,2,4,A,1617,0,0,2,1
05/04/17,Sp Gijon,Malaga,0,1,A,1617,0,0,2,5
06/04/17,Eibar,Las Palmas,3,1,H,1617,0,0,2,5
06/04/17,Valencia,Celta,3,2,H,1617,0,0,1,1
07/04/17,Villarreal,Ath Bilbao,3,1,H,1617,1,0,6,3
08/04/17,Espanol,Alaves,1,0,H,1617,0,0,3,3
08/04/17,Malaga,Barcelona,2,0,H,1617,0,1,4,3
08/04/17,Real Madrid,Ath Madrid,1,1,D,1617,0,0,2,3
08/04/17,Sevilla,La Coruna,4,2,H,1617,0,0,3,3
09/04/17,Celta,Eibar,0,2,A,1617,0,0,1,3
09/04/17,Granada,Valencia,1,3,A,1617,0,0,2,2
09/04/17,Las Palmas,Betis,4,1,H,1617,0,0,3,4
09/04/17,Osasuna,Leganes,2,1,H,1617,0,0,3,4
10/04/17,Sociedad,Sp Gijon,3,1,H,1617,0,0,1,5
14/04/17,Ath Bilbao,Las Palmas,5,1,H,1617,0,0,1,2
15/04/17,Ath Madrid,Osasuna,3,0,H,1617,0,0,1,5
15/04/17,Barcelona,Sociedad,3,2,H,1617,0,0,3,2
15/04/17,La Coruna,Malaga,2,0,H,1617,0,0,3,4
15/04/17,Sp Gijon,Real Madrid,2,3,A,1617,0,0,5,1
16/04/17,Betis,Eibar,2,0,H,1617,0,0,4,4
16/04/17,Granada,Celta,0,3,A,1617,0,0,5,2
16/04/17,Leganes,Espanol,0,1,A,1617,0,0,1,1
16/04/17,Valencia,Sevilla,0,0,D,1617,0,0,3,2
17/04/17,Alaves,Villarreal,2,1,H,1617,0,0,2,4
21/04/17,Sevilla,Granada,2,0,H,1617,0,0,1,2
22/04/17,Espanol,Ath Madrid,0,1,A,1617,0,0,3,2
22/04/17,Malaga,Valencia,2,0,H,1617,0,0,3,3
22/04/17,Osasuna,Sp Gijon,2,2,D,1617,0,0,3,4
22/04/17,Villarreal,Leganes,2,1,H,1617,0,0,1,3
23/04/17,Celta,Betis,0,1,A,1617,0,0,3,5
23/04/17,Las Palmas,Alaves,1,1,D,1617,1,0,4,1
23/04/17,Real Madrid,Barcelona,2,3,A,1617,1,0,2,2
23/04/17,Sociedad,La Coruna,1,0,H,1617,0,0,1,3
24/04/17,Eibar,Ath Bilbao,0,1,A,1617,1,0,4,2
25/04/17,Ath Madrid,Villarreal,0,1,A,1617,0,0,2,6
25/04/17,Granada,Malaga,0,2,A,1617,0,0,5,0
25/04/17,Sp Gijon,Espanol,1,1,D,1617,0,0,1,2
26/04/17,Barcelona,Osasuna,7,1,H,1617,0,0,0,0
26/04/17,La Coruna,Real Madrid,2,6,A,1617,0,0,3,1
26/04/17,Leganes,Las Palmas,3,0,H,1617,0,0,1,0
26/04/17,Valencia,Sociedad,2,3,A,1617,0,0,4,3
27/04/17,Alaves,Eibar,0,0,D,1617,0,1,4,2
27/04/17,Ath Bilbao,Betis,2,1,H,1617,0,0,1,3
27/04/17,Sevilla,Celta,2,1,H,1617,0,1,1,2
28/04/17,Villarreal,Sp Gijon,3,1,H,1617,0,0,2,1
29/04/17,Espanol,Barcelona,0,3,A,1617,0,0,3,0
29/04/17,Las Palmas,Ath Madrid,0,5,A,1617,1,0,4,4
29/04/17,Real Madrid,Valencia,2,1,H,1617,0,0,3,4
29/04/17,Sociedad,Granada,2,1,H,1617,0,0,0,3
30/04/17,Betis,Alaves,1,4,A,1617,0,0,1,5
30/04/17,Celta,Ath Bilbao,0,3,A,1617,0,0,1,1
30/04/17,Eibar,Leganes,2,0,H,1617,0,0,1,1
30/04/17,Osasuna,La Coruna,2,2,D,1617,0,0,2,3
01/05/17,Malaga,Sevilla,4,2,H,1617,0,0,3,5
05/05/17,Sevilla,Sociedad,1,1,D,1617,0,1,4,3
06/05/17,Ath Madrid,Eibar,1,0,H,1617,1,0,3,3
06/05/17,Barcelona,Villarreal,4,1,H,1617,0,0,2,4
06/05/17,Granada,Real Madrid,0,4,A,1617,0,0,1,0
06/05/17,Sp Gijon,Las Palmas,1,0,H,1617,0,0,4,3
07/05/17,Alaves,Ath Bilbao,1,0,H,1617,0,0,1,4
07/05/17,La Coruna,Espanol,1,2,A,1617,0,0,1,2
07/05/17,Malaga,Celta,3,0,H,1617,0,0,2,4
07/05/17,Valencia,Osasuna,4,1,H,1617,0,0,3,2
08/05/17,Leganes,Betis,4,0,H,1617,0,0,3,0
13/05/17,Espanol,Valencia,0,1,A,1617,0,0,0,4
13/05/17,Osasuna,Granada,2,1,H,1617,0,0,1,3
14/05/17,Alaves,Celta,3,1,H,1617,0,0,1,3
14/05/17,Ath Bilbao,Leganes,1,1,D,1617,0,0,2,7
14/05/17,Betis,Ath Madrid,1,1,D,1617,0,0,4,4
14/05/17,Eibar,Sp Gijon,0,1,A,1617,0,0,2,2
14/05/17,Las Palmas,Barcelona,1,4,A,1617,0,0,0,1
14/05/17,Real Madrid,Sevilla,4,1,H,1617,0,0,4,2
14/05/17,Sociedad,Malaga,2,2,D,1617,0,0,1,2
14/05/17,Villarreal,La Coruna,0,0,D,1617,0,0,2,4
17/05/17,Celta,Real Madrid,1,4,A,1617,1,0,4,2
19/05/17,Granada,Espanol,1,2,A,1617,0,0,0,3
20/05/17,La Coruna,Las Palmas,3,0,H,1617,0,1,4,2
20/05/17,Leganes,Alaves,1,1,D,1617,0,0,0,1
20/05/17,Sevilla,Osasuna,5,0,H,1617,0,0,3,1
20/05/17,Sp Gijon,Betis,2,2,D,1617,0,0,0,2
21/05/17,Ath Madrid,Ath Bilbao,3,1,H,1617,0,0,2,0
21/05/17,Barcelona,Eibar,4,2,H,1617,0,1,1,2
21/05/17,Celta,Sociedad,2,2,D,1617,0,0,2,1
21/05/17,Malaga,Real Madrid,0,2,A,1617,0,0,2,0
21/05/17,Valencia,Villarreal,1,3,A,1617,0,0,2,2
21/08/15,Malaga,Sevilla,0,0,D,1516,0,1,3,3
22/08/15,Ath Madrid,Las Palmas,1,0,H,1516,0,0,2,0
22/08/15,Espanol,Getafe,1,0,H,1516,0,1,2,3
22/08/15,La Coruna,Sociedad,0,0,D,1516,0,0,3,2
22/08/15,Vallecano,Valencia,0,0,D,1516,0,0,3,1
23/08/15,Ath Bilbao,Barcelona,0,1,A,1516,0,0,3,3
23/08/15,Betis,Villarreal,1,1,D,1516,0,1,3,1
23/08/15,Levante,Celta,1,2,A,1516,1,0,1,3
23/08/15,Sp Gijon,Real Madrid,0,0,D,1516,0,0,4,0
24/08/15,Granada,Eibar,1,3,A,1516,1,0,1,6
28/08/15,Villarreal,Espanol,3,1,H,1516,0,0,1,6
29/08/15,Barcelona,Malaga,1,0,H,1516,0,0,0,3
29/08/15,Celta,Vallecano,3,0,H,1516,0,1,2,2
29/08/15,Real Madrid,Betis,5,0,H,1516,0,0,3,3
29/08/15,Sociedad,Sp Gijon,0,0,D,1516,0,0,4,5
30/08/15,Eibar,Ath Bilbao,2,0,H,1516,0,0,2,2
30/08/15,Getafe,Granada,1,2,A,1516,0,0,5,3
30/08/15,Las Palmas,Levante,0,0,D,1516,0,0,2,4
30/08/15,Sevilla,Ath Madrid,0,3,A,1516,0,0,3,4
30/08/15,Valencia,La Coruna,1,1,D,1516,1,0,2,1
11/09/15,Levante,Sevilla,1,1,D,1516,0,0,3,3
12/09/15,Ath Madrid,Barcelona,1,2,A,1516,0,0,3,1
12/09/15,Betis,Sociedad,1,0,H,1516,1,0,4,3
12/09/15,Espanol,Real Madrid,0,6,A,1516,0,0,2,2
12/09/15,Sp Gijon,Valencia,0,1,A,1516,0,0,3,3
13/09/15,Ath Bilbao,Getafe,3,1,H,1516,0,0,1,4
13/09/15,Celta,Las Palmas,3,3,D,1516,0,1,0,3
13/09/15,Granada,Villarreal,1,3,A,1516,0,0,2,4
13/09/15,Malaga,Eibar,0,0,D,1516,0,0,2,4
14/09/15,Vallecano,La Coruna,1,3,A,1516,1,0,2,2
18/09/15,Getafe,Malaga,1,0,H,1516,0,0,5,2
19/09/15,Eibar,Ath Madrid,0,2,A,1516,0,0,2,1
19/09/15,Real Madrid,Granada,1,0,H,1516,0,0,1,3
19/09/15,Sociedad,Espanol,2,3,A,1516,1,0,2,3
19/09/15,Valencia,Betis,0,0,D,1516,0,1,4,2
20/09/15,Barcelona,Levante,4,1,H,1516,0,0,0,1
20/09/15,La Coruna,Sp Gijon,2,3,A,1516,0,0,3,3
20/09/15,Las Palmas,Vallecano,0,1,A,1516,0,0,3,5
20/09/15,Sevilla,Celta,1,2,A,1516,0,1,3,5
20/09/15,Villarreal,Ath Bilbao,3,1,H,1516,0,0,4,4
22/09/15,Ath Madrid,Getafe,2,0,H,1516,0,0,3,2
22/09/15,Espanol,Valencia,1,0,H,1516,0,0,5,7
22/09/15,Granada,Sociedad,0,3,A,1516,0,0,5,4
23/09/15,Ath Bilbao,Real Madrid,1,2,A,1516,0,0,4,3
23/09/15,Celta,Barcelona,4,1,H,1516,0,0,2,2
23/09/15,Las Palmas,Sevilla,2,0,H,1516,0,0,3,4
23/09/15,Levante,Eibar,2,2,D,1516,0,0,2,5
23/09/15,Malaga,Villarreal,0,1,A,1516,0,0,2,3
23/09/15,Vallecano,Sp Gijon,2,1,H,1516,0,1,2,1
24/09/15,Betis,La Coruna,1,2,A,1516,0,0,3,5
25/09/15,Valencia,Granada,1,0,H,1516,0,0,3,3
26/09/15,Barcelona,Las Palmas,2,1,H,1516,0,0,2,4
26/09/15,Eibar,Celta,1,1,D,1516,0,0,5,4
26/09/15,Real Madrid,Malaga,0,0,D,1516,0,1,4,4
26/09/15,Sevilla,Vallecano,3,2,H,1516,0,1,1,2
26/09/15,Villarreal,Ath Madrid,1,0,H,1516,0,0,2,2
27/09/15,Getafe,Levante,3,0,H,1516,0,0,2,3
27/09/15,La Coruna,Espanol,3,0,H,1516,0,1,4,3
27/09/15,Sociedad,Ath Bilbao,0,0,D,1516,0,0,3,4
27/09/15,Sp Gijon,Betis,1,2,A,1516,0,0,1,1
02/10/15,Celta,Getafe,0,0,D,1516,0,0,1,5
03/10/15,Espanol,Sp Gijon,1,2,A,1516,0,0,3,3
03/10/15,Granada,La Coruna,1,1,D,1516,0,0,1,3
03/10/15,Las Palmas,Eibar,0,2,A,1516,0,0,2,2
03/10/15,Malaga,Sociedad,3,1,H,1516,1,0,3,2
03/10/15,Sevilla,Barcelona,2,1,H,1516,0,0,5,3
04/10/15,Ath Bilbao,Valencia,3,1,H,1516,0,0,0,4
04/10/15,Ath Madrid,Real Madrid,1,1,D,1516,0,0,6,4
04/10/15,Levante,Villarreal,1,0,H,1516,0,1,4,3
04/10/15,Vallecano,Betis,0,2,A,1516,0,0,4,2
17/10/15,Barcelona,Vallecano,5,2,H,1516,0,0,1,2
17/10/15,Betis,Espanol,1,3,A,1516,0,0,2,4
17/10/15,Eibar,Sevilla,1,1,D,1516,0,0,3,3
17/10/15,Real Madrid,Levante,3,0,H,1516,0,0,1,4
17/10/15,Valencia,Malaga,3,0,H,1516,0,0,3,3
18/10/15,Getafe,Las Palmas,4,0,H,1516,0,1,2,1
18/10/15,La Coruna,Ath Bilbao,2,2,D,1516,0,0,2,2
18/10/15,Sociedad,Ath Madrid,0,2,A,1516,2,0,4,5
18/10/15,Villarreal,Celta,1,2,A,1516,1,0,1,3
19/10/15,Sp Gijon,Granada,3,3,D,1516,0,2,3,4
23/10/15,Vallecano,Espanol,3,0,H,1516,1,1,2,1
24/10/15,Celta,Real Madrid,1,3,A,1516,1,0,4,1
24/10/15,Granada,Betis,1,1,D,1516,0,0,3,3
24/10/15,Malaga,La Coruna,2,0,H,1516,0,0,0,1
24/10/15,Sevilla,Getafe,5,0,H,1516,0,1,1,1
25/10/15,Ath Madrid,Valencia,2,1,H,1516,0,0,4,4
25/10/15,Barcelona,Eibar,3,1,H,1516,1,0,3,5
25/10/15,Las Palmas,Villarreal,0,0,D,1516,0,0,1,2
25/10/15,Levante,Sociedad,0,4,A,1516,1,0,4,3
26/10/15,Ath Bilbao,Sp Gijon,3,0,H,1516,0,0,1,3
30/10/15,La Coruna,Ath Madrid,1,1,D,1516,0,0,2,0
31/10/15,Getafe,Barcelona,0,2,A,1516,0,0,3,0
31/10/15,Real Madrid,Las Palmas,3,1,H,1516,0,0,0,3
31/10/15,Sociedad,Celta,2,3,A,1516,0,0,2,5
31/10/15,Valencia,Levante,3,0,H,1516,0,0,2,3
31/10/15,Villarreal,Sevilla,2,1,H,1516,0,0,5,3
01/11/15,Betis,Ath Bilbao,1,3,A,1516,0,0,2,4
01/11/15,Eibar,Vallecano,1,0,H,1516,0,0,2,3
01/11/15,Espanol,Granada,1,1,D,1516,1,0,1,6
01/11/15,Sp Gijon,Malaga,1,0,H,1516,0,0,1,3
06/11/15,Las Palmas,Sociedad,2,0,H,1516,0,0,1,4
07/11/15,Celta,Valencia,1,5,A,1516,0,0,1,3
